idade,genero,cor_raca,SG_UF_IES,nivel_ensino,situacao_trabalho,setor,tamanho_empresa,cargo,nivel_cargo,faixa_salarial,exp_dados,exp_ti,satisfacao,motivo_insatisfacao,modelo_trabalho,modelo_ideal,layoff,sql,r,python,c_cpp_csharp,dotnet,java,javascript,postgresql,bigquery,snowflake,databricks,azure,aws,gcp,powerbi,tableau,looker_studio,excel_planilhas
40,Masculino,Parda,PA,Não tenho graduação formal,Freelancer,Internet/Ecommerce,de 1 a 5,Analista de BI/BI Analyst,Pleno,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,de 5 a 6 anos,0.0,Salário atual não corresponde ao mercado,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
54,Feminino,Parda,SP,Pós-graduação,Empregado (CLT),Marketing,de 101 a 500,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Gostaria de trabalhar em em outra área de atuação, ritmo muito lento de desenvolvimento",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Finanças ou Bancos,de 101 a 500,Analista de Negócios/Business Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual",Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Masculino,Branca,PR,Pós-graduação,Empreendedor ou Empregado (CNPJ),Área de Consultoria,de 11 a 50,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
23,Masculino,Branca,PR,Pós-graduação,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 101 a 500,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 5 a 6 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
32,Masculino,Branca,PR,Pós-graduação,Empregado (CLT),Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Mais de 10 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
33,Feminino,Branca,RJ,Pós-graduação,Empregado (CLT),Área de Consultoria,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27,Masculino,Branca,SP,Pós-graduação,Empregado (CLT),Varejo,Acima de 3.000,Analista de BI/BI Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
28,Masculino,Parda,SP,Graduação/Bacharelado,Empregado (CLT),Finanças ou Bancos,de 51 a 100,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom, Salário atual não corresponde ao mercado",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
27,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Área de Consultoria,de 101 a 500,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,1.0,,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
29,Feminino,Branca,SP,Mestrado,Empregado (CLT),Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
34,Masculino,Branca,SP,Não tenho graduação formal,Empregado (CLT),Finanças ou Bancos,de 101 a 500,,,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Mais de 10 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
32,Masculino,Prefiro não informar,SC,Graduação/Bacharelado,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,de 1 a 2 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
23,Masculino,Preta,SP,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Marketing,de 101 a 500,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
42,Feminino,Branca,PB,Pós-graduação,Servidor Público,Setor Público,de 1.001 a 3.000,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 5 a 6 anos,1.0,,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,Masculino,Parda,MG,Graduação/Bacharelado,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,de 5 a 6 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
26,Masculino,Branca,PB,Mestrado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 3 a 4 anos,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
33,Masculino,Preta,BA,Estudante de Graduação,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Feminino,Branca,PR,Mestrado,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 3 a 4 anos,Menos de 1 ano,1.0,,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
33,Feminino,Branca,SP,Pós-graduação,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,,,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
37,Masculino,Branca,ES,Pós-graduação,Empregado (CLT),Área de Consultoria,de 11 a 50,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21,Feminino,Branca,SP,Estudante de Graduação,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 3 a 4 anos,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30,Feminino,Branca,SP,Pós-graduação,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,Masculino,Branca,RS,Pós-graduação,Empreendedor ou Empregado (CNPJ),Área de Consultoria,de 11 a 50,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
46,Prefiro não informar,Branca,SP,Pós-graduação,Empregado (CLT),Educação,de 101 a 500,,,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
29,Feminino,Parda,MS,Graduação/Bacharelado,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Masculino,Branca,PR,Estudante de Graduação,Empregado (CLT),Marketing,de 101 a 500,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
22,Masculino,Preta,PB,Estudante de Graduação,Estagiário,Outra Opção,de 1.001 a 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39,Masculino,Branca,MG,Pós-graduação,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Masculino,Branca,PB,Mestrado,Estagiário,Área de Consultoria,de 6 a 10,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,Falta de oportunidade de crescimento no emprego atual,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,Masculino,Branca,SP,Doutorado ou Phd,Empregado (CLT),Internet/Ecommerce,de 51 a 100,,,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
37,Masculino,Preta,SP,Graduação/Bacharelado,Empregado (CLT),Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 5 a 6 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
44,Masculino,Branca,RJ,Pós-graduação,Servidor Público,Setor Público,Acima de 3.000,,,de R$ 25.001/mês a R$ 30.000/mês,de 1 a 2 anos,de 5 a 6 anos,1.0,,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
22,Masculino,Branca,SP,Estudante de Graduação,Empregado (CLT),Varejo,de 101 a 500,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 1 a 2 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
28,Masculino,Branca,RJ,Graduação/Bacharelado,Empregado (CLT),Marketing,de 11 a 50,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,Feminino,Branca,MG,Graduação/Bacharelado,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Masculino,Branca,SP,Graduação/Bacharelado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Entretenimento ou Esportes,de 11 a 50,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,Masculino,Parda,SP,Graduação/Bacharelado,Empregado (CLT),Área da Saúde,de 51 a 100,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Masculino,Parda,PE,Mestrado,Empregado (CLT),Outra Opção,de 101 a 500,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,Masculino,Branca,SP,Estudante de Graduação,Empregado (CLT),Varejo,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 1 a 2 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,Feminino,Amarela,RJ,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,,,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
28,Masculino,Branca,SP,Pós-graduação,Empregado (CLT),Educação,de 501 a 1.000,,,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,de 1 a 2 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
