Estado,Idade,Genero,Raca_cor,Satisfacao_atual,Fatores_satisfacao,Motivos_insatisfacao,Nivel_experiencia,Tempo_experiencia_dados,Faixa_salarial,Ferramentas_utilizadas,Cargo_atual,Uso_IA_Generativa,Finalidade_IA_Generativa,Barreiras_IA_Generativa,Tamanho_empresa,Setor_empresa,Equipe_dados,Prioridade_IA
MS,32,Masculino,Parda,1.0,"Plano de carreira e oportunidades de crescimento profissional, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Pleno,de 1 a 2 anos,de R$ 2.001/mês a R$ 3.000/mês,"SQL, Python",Analista de Negócios/Business Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 1 a 5,Varejo,Não informado,Não informado
CE,27,Masculino,Parda,1.0,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Não informado,Pleno,de 1 a 2 anos,de R$ 3.001/mês a R$ 4.000/mês,SQL,Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 501 a 1.000,Outra Opção,Não informado,Não informado
RS,34,Masculino,Branca,0.0,Remuneração/Salário,Falta de oportunidade de crescimento no emprego atual,Pleno,de 3 a 4 anos,de R$ 12.001/mês a R$ 16.000/mês,Não informado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Não informado,Não informado,Não informado,Acima de 3.000,Varejo,Não informado,Não informado
DF,42,Masculino,Branca,0.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto","Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor, Quebra de confiança",Sênior,Mais de 10 anos,de R$ 8.001/mês a R$ 12.000/mês,SQL,DBA/Administrador de Banco de Dados,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Setor Público,Não informado,Não informado
PA,24,Masculino,Branca,0.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Salário atual não corresponde ao mercado,Júnior,Menos de 1 ano,de R$ 1.001/mês a R$ 2.000/mês,"SQL, R, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 11 a 50,Filantropia/ONG's,Não informado,Não informado
SP,39,Masculino,Parda,1.0,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Não informado,Sênior,Mais de 10 anos,de R$ 16.001/mês a R$ 20.000/mês,SQL,Outra Opção,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Indústria,Não informado,Não informado
RS,23,Masculino,Branca,1.0,"Remuneração/Salário, Ambiente e clima de trabalho, Reputação que a empresa tem no mercado",Não informado,Pleno,de 3 a 4 anos,de R$ 4.001/mês a R$ 6.000/mês,Não utilizo nenhuma das linguagens listadas,Analista de BI/BI Analyst,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,de 101 a 500,Finanças ou Bancos,Não informado,Não informado
SP,31,Prefiro não informar,Branca,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Pleno,de 3 a 4 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python, JavaScript",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,de 101 a 500,Varejo,Não informado,Não informado
SC,24,Masculino,Branca,1.0,"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Pleno,de 1 a 2 anos,de R$ 8.001/mês a R$ 12.000/mês,Python,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 11 a 50,Tecnologia/Fábrica de Software,Não informado,Não informado
MG,28,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Não informado,Pleno,de 4 a 6 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução., Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Soluções de IA Generatica e LLMs estão sendo tratadas como principal frente do negócio (com o objetivo de substituir o modelo de negócio atual), Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,51,Masculino,Parda,1.0,Flexibilidade de trabalho remoto,Não informado,Sênior,Mais de 10 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Java",Economista,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,Não sei opinar.,Não informado,de 101 a 500,Indústria,Não informado,Não informado
MG,28,Feminino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Não informado,Sênior,de 3 a 4 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes)., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas.",Não informado,Acima de 3.000,Varejo,Não informado,Não informado
SP,24,Masculino,Parda,1.0,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Não informado,Júnior,Menos de 1 ano,de R$ 2.001/mês a R$ 3.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 51 a 100,Área da Saúde,Não informado,Não informado
AM,32,Feminino,Branca,0.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados","Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",Sênior,de 3 a 4 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, Python",Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 1.001 a 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
MG,36,Masculino,Branca,1.0,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado",Não informado,Sênior,de 5 a 6 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Analista de Negócios/Business Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Marketing,Não informado,Não informado
RS,23,Masculino,Branca,0.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional","Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom, Salário atual não corresponde ao mercado",Pleno,de 1 a 2 anos,de R$ 3.001/mês a R$ 4.000/mês,"SQL, Python, Visual Basic/VBA",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 501 a 1.000,Outra Opção,Não informado,Não informado
PR,28,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Não informado,Pleno,de 1 a 2 anos,de R$ 6.001/mês a R$ 8.000/mês,"Python, Visual Basic/VBA",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,de 51 a 100,Tecnologia/Fábrica de Software,Não informado,Não informado
PR,21,Feminino,Branca,1.0,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Não informado,Júnior,Menos de 1 ano,de R$ 2.001/mês a R$ 3.000/mês,Não utilizo nenhuma das linguagens listadas,Analista de Dados/Data Analyst,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,de 501 a 1.000,Finanças ou Bancos,Não informado,Não informado
MG,30,Feminino,Branca,0.0,Oportunidade de aprendizado e trabalhar com referências na área,Falta de maturidade analítica na empresa,Júnior,de 1 a 2 anos,de R$ 3.001/mês a R$ 4.000/mês,Python,Analista de BI/BI Analyst,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas.",Não informado,de 6 a 10,Varejo,Não informado,Não informado
SP,20,Masculino,Indígena,1.0,"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Júnior,de 1 a 2 anos,de R$ 3.001/mês a R$ 4.000/mês,"SQL, Python",Analista de Dados/Data Analyst,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,de 501 a 1.000,Finanças ou Bancos,Não informado,Não informado
